num,info
165,"Dr. med. Thomas Möller, Dr. med. Ulrich Nerenz<br>St. Josefs Hospital Cloppenburg<br>Innere Medizin<br>Schlaflabor<br>Krankenhausstr. 13<br>49661 Cloppenburg<br><br>Telefon: (0 44 71) 16-0/-23 23<br>Fax: (0 44 71) 16-20 20/-13 59<br>E-Mail: <a href=""mailto:a.klaus@kh-clp.de"">a.klaus@kh-clp.de</a><br>Internet: <a href=""http://www.krankenhaus-cloppenburg.de"">www.krankenhaus-cloppenburg.de</a><br>"
166,"Dr. med. Norbert Bley, Dr. med. Bernadette Bröring-Wolf<br>Hümmling Krankenhaus Sögel<br>Schlaflabor<br>Mühlenstr. 17<br>49751 Sögel<br><br>Telefon: (0 59 52) 2 09-146<br>Fax: (0 59 52) 2 09-2 88<br>E-Mail: <a href=""mailto:norbert.bley@hospital-soegel.de"">norbert.bley@hospital-soegel.de</a><br>Internet: <a href=""http://www.krankenhaussoegel.de"">www.krankenhaussoegel.de</a><br>"
167,"Herrn Dr. Markus, Dr. Markus Gausmann<br>St. Bonifatius-Hospital gGmbH<br>Schlaflabor<br>Wilhelmstr. 13<br>49808 Lingen<br><br>Telefon: (05 91) 910 1411<br>Fax: (05 91) 910 97 14 36<br>E-Mail: <a href=""mailto:kardiologie@Bonifatius-Lingen.de"">kardiologie@Bonifatius-Lingen.de</a><br>Internet: <a href=""http://www.Bonifatius-Lingen.de"">www.Bonifatius-Lingen.de</a><br>"
168,"Prof. Dr. med.  Hans Josef Deutsch, Dr. med. Frank Mathen<br>St.-Katharinen-Hospital GmbH<br>Medizinische Klinik I - Kardiologie<br>Schlaflabor<br>Kapellenstraße 1-5<br>50226 Frechen<br><br>Telefon: (0 22 34) 5 02-7100<br>Fax: (0 22 34) 5 02-71 04<br>E-Mail: <a href=""mailto:mathen@khs-frechen.de; "">mathen@khs-frechen.de; </a><br>"
169,"Dr. med. Jaroslaw Janicki, Dr. med. Lennart Knaack<br>INTERSOM Köln<br>Zentrum für Schlafmedizin &amp; Schlafforschung<br>Privatärztliche Gemeinschaftspraxis Dres J. Janicki &amp; L. Knaack<br>Im MediaPark 4d<br>50670 Köln<br><br>Telefon: (0221) 55400700<br>Fax: (0221) 55400710<br>E-Mail: <a href=""mailto:info@intersom.de"">info@intersom.de</a><br>Internet: <a href=""http://www.intersom.de"">www.intersom.de</a><br>"
170,"Dr. Markus Laudenberg <br>Krankenhaus der Augustinerinnen<br>Klinik für Innere Medizin<br>Schlafmedizinisches Zentrum<br>Jakobstr. 27-31<br>50678 Köln<br><br>Telefon: (02 21) 33 08-13 43/- 53 17 / 15 61<br>Fax: (02 21) 33 08 - 13 48<br>E-Mail: <a href=""mailto:Schlaflabor@Koeln-KH-Augustinerinnen.de"">Schlaflabor@Koeln-KH-Augustinerinnen.de</a><br>Internet: <a href=""http://www.koeln-kh-augustinerinnen.de"">www.koeln-kh-augustinerinnen.de</a><br>"
171,"Dr. med. Alexander Prickartz <br>Malteser Krankenhaus St. Hildegardis<br>Klinik für Pneumologie, Schlaf- und Beatmungsmedizin<br>Bachemer Str. 29 - 33<br>50931 Köln<br><br>Telefon: (02 21) 40 03-171<br>Fax: (02 21) 40 03-275<br>E-Mail: <a href=""mailto:alexander.prickartz@malteser.org"">alexander.prickartz@malteser.org</a><br>Internet: <a href=""http://www.malteser-sthildegardis.de"">www.malteser-sthildegardis.de</a><br>"
172,"Prof. Dr. med.  Christoph Pohl, Dr. med. Albrecht Ostermann<br>St. Elisabeth-Krankenhaus Köln-Hohenlind GmbH<br>Medizinische Klinik / im Verbund Praxis Dr. Rudoph<br>Schlaflabor<br>Werthmannstr. 1<br>50935 Köln<br><br>Telefon: (02 21) 46 77-1101<br>Fax: (02 21) 46 77-11 08<br>E-Mail: <a href=""mailto:christoph.pohl@hohenlind.de"">christoph.pohl@hohenlind.de</a><br>Internet: <a href=""http://www.hohenlind.de"">www.hohenlind.de</a><br>"
173,"Prof. Dr. Wolfram Windisch, PD Dr. Jan Storre<br>Kliniken der Stadt Köln gGmbH<br>Lungenklinik Köln-Merheim<br>Zentrum für Schlaf- und Beatmungsmedizin<br>Ostmerheimer Str. 200<br>51109 Köln<br><br>Telefon: (02 21) 89 07-33 74<br>Fax: (02 21) 89 07-36 66<br>E-Mail: <a href=""mailto:storrej@kliniken-koeln.de"">storrej@kliniken-koeln.de</a><br>Internet: <a href=""http://www.schlafmedizin-koeln-merheim.de"">www.schlafmedizin-koeln-merheim.de</a><br>"
174,"Dr. med. Alfred Wiater, Dr. med. S. Overmann<br>Krankenhaus Porz am Rhein<br>Kinderklinik<br>Schlaflabor<br>Urbacher Weg 19<br>51149 Köln<br><br>Telefon: (0 22 03) 5 66-13 53<br>Fax: (0 22 03) 5 66-13 55<br>E-Mail: <a href=""mailto:kinderklinik@khporz.de"">kinderklinik@khporz.de</a><br>Internet: <a href=""http://www.khporz.de"">www.khporz.de</a><br>"
175,"Dr. med. Marc Spielmanns, Dr. Ulrike Röhn<br>St. Remigius Krankenhaus<br>Abteilung Innere Medizin und Pneumologie<br>Schlaflabor<br>An St. Remigius 26<br>51379 Leverkusen<br><br>Telefon: (02171) 4092370<br>Fax: (02171) 4092372<br>E-Mail: <a href=""mailto:spielmanns@k-plus.de"">spielmanns@k-plus.de</a><br>Internet: <a href=""http://www.remigius.de"">www.remigius.de</a><br>"
176,"Dr. Stefan Brettner <br>Klinikum Oberberg GmbH <br>KKH Waldbröl <br>Schlaflabor<br>Dr.-Goldenbogen-Str. 10<br>51545 Waldbröl<br><br>Telefon: (0 22 91) 82 14 74<br>Fax: (0 22 91) 82 17 18<br>E-Mail: <a href=""mailto:schlaflabor@kkh-waldbroel.de"">schlaflabor@kkh-waldbroel.de</a><br>Internet: <a href=""http://www.kkh-waldbroel.de"">www.kkh-waldbroel.de</a><br>"
177,"Univ.-Prof. Dr. med.  Jörg Schulz, PD Dr. med. Johannes Schiefer<br>Universitätsklinikum Aachen<br>Neurologische Klinik<br>Interdisziplinäres Schlaflabor<br>Pauwelsstr. 30<br>52057 Aachen<br><br>Telefon: (02 41) 8 08-96 30<br>Fax: (02 41) 8 08-24 44<br>E-Mail: <a href=""mailto:jschiefer@ukaachen.de"">jschiefer@ukaachen.de</a><br>Internet: <a href=""http://www.ukaachen.de/kliniken-institute/klinik-fuer-neurologie/sprechstunden/spezialsprechstunden.html"">www.ukaachen.de/kliniken-institute/klinik-fuer-neurologie/sprechstunden/spezialsprechstunden.html</a><br>"
178,"Dr. med. Christian Schäfer, Dr. med. Wilhelm Winkels<br>Berufsausübungsgemeinschaft<br>Dres. Med. Berger-Winkels-Schäfer<br>Schlafmedizinisches Zentrum Düren<br>Akazienstrasse 1<br>52353 Düren<br><br>Telefon: (0 24 21) 948080<br>Fax: (0 24 21) 9480822<br>E-Mail: <a href=""mailto:post@lunge-schlaf-dueren.de"">post@lunge-schlaf-dueren.de</a><br>Internet: <a href=""http://www.lunge-schlaf-dueren.de"">www.lunge-schlaf-dueren.de</a><br>"
179,"Dr. med. M. Nebeling, Dr. med. Wolfram Kuller<br>St. Elisabeth-Krankenhaus Geilenkirchen<br>Abteilung Innere Medizin<br>Schlaflabor<br>Martin-Heyden-Str. 32<br>52511 Geilenkirchen<br><br>Telefon: (0 24 51) 6 22-0 /-3 82<br>Fax: (0 24 51) 6 22--3 82<br>E-Mail: <a href=""mailto:schlaflabor@krankenhaus-geilenkirchen.de"">schlaflabor@krankenhaus-geilenkirchen.de</a><br>"
180,"Prof. Dr.  T. Klockgether, Dr. Annika Spottke<br>Universitätsklinikum Bonn<br>Neurologische Klinik<br>Schlaflabor<br>Sigmund-Freud-Str. 25<br>53105 Bonn<br><br>Telefon: (02 28) 2 87-15 627<br>Fax: (02 28) 2 87-1 15 11<br>E-Mail: <a href=""mailto:neurologie.schlaflabor@ukb.uni-bonn.de"">neurologie.schlaflabor@ukb.uni-bonn.de</a><br>Internet: <a href=""http://www.neurologie.uni-bonn.de"">www.neurologie.uni-bonn.de</a><br>"
181,"Dr. med. Bernd O. Göbel <br>Krankenhaus Maria Stern<br>Schlaflabor<br>Am Anger 1<br>53424 Remagen<br><br>Telefon: (02642) 28366<br>Fax: (02642) 28237<br>E-Mail: <a href=""mailto:goebel@krankenhaus-remagen.de"">goebel@krankenhaus-remagen.de</a><br>Internet: <a href=""http://www.krankenhaus-remagen.de"">www.krankenhaus-remagen.de</a><br>"
182,"Dr. med. D. Pöhlau <br>Kamillus-Klinik Asbach<br>Neurologie<br>Schlaflabor<br>Hospitalstr. 6<br>53567 Asbach<br><br>Telefon: (02683)59954<br>Fax: (02683)59154<br>E-Mail: <a href=""mailto:schlaflabor@kamillus-klinik.de"">schlaflabor@kamillus-klinik.de</a><br>"
183,"Dr. med. Joachim M. Vogt <br>Krankenhaus der Barmherzigen Brüder<br>Medizinische Klinik III<br>Schlaflabor<br>Nordallee 1<br>54292 Trier<br><br>Telefon: (06 51) 2 08 -27 97/-1795<br>Fax: (06 51) 2 08-27 96<br>E-Mail: <a href=""mailto:j.vogt@bk-trier.de"">j.vogt@bk-trier.de</a><br>"
184,"Prof. Dr.   Bruch, Husam Ghazi<br>Verbundkrankenhaus Bernkastel-Wittlich<br>Innere Abteilung-Wittlich<br>Schlaflabor<br>Koblenzer Str. 91<br>54516 Wittlich<br><br>Telefon: (0 65 71) 15 32675<br>Fax: (0 65 71) 15 32690<br>E-Mail: <a href=""mailto:e.kuechler@verbund-krankenhaus.de"">e.kuechler@verbund-krankenhaus.de</a><br>Internet: <a href=""http://www.kh-wittlich.de"">www.kh-wittlich.de</a><br>"
185,"Univ.-Prof. Dr. Christoph Matthias, PD Dr. med. Haralampos Gouveris<br>Universitätsmedizin Mainz<br>HNO-Klinik und Poliklinik<br>Schlaflabor<br>Langenbeckstr. 1<br>55131 Mainz<br><br>Telefon: (0 61 31) 17-24 72<br>Fax: (0 61 31) 17-66 37<br>E-Mail: <a href=""mailto:haralampos.gouveris@unimedizin-mainz.de"">haralampos.gouveris@unimedizin-mainz.de</a><br>Internet: <a href=""http://www.klinik.uni-mainz.de"">www.klinik.uni-mainz.de</a><br>"
186,"Univ.-Prof. Dr. Dr. h.c. mult. Wolf Mann, PD Dr. med. Oxana Selivanova<br>Römerwallklinik GmbH<br>Klinik für HNO-Erkrankungen<br>Schlaflabor<br>Römerwall 51-55<br>55131 Mainz<br><br>Telefon: (0 61 31) 2 57-9 01<br>Fax: (0 61 31) 2 57-9 90<br>E-Mail: <a href=""mailto:roemerwallklinik@t-online.de"">roemerwallklinik@t-online.de</a><br>Internet: <a href=""http://www.roemerwallklinik.de"">www.roemerwallklinik.de</a><br>"
187,"Prof. Dr. med. Cornelius Kortsik, Dr. med.  Karin Deisenberger<br>Katholisches Klinikum Mainz<br>St. Hildegardis-Krankenhaus<br>Klinik für Pneumologie, Beatmungs- und Schlafmedizin<br>Hildegardstr. 2<br>55131 Mainz<br><br>Telefon: 06131-147606<br>Fax: 06131- 147759<br>E-Mail: <a href=""mailto:pneumo-shk@kkmainz.de"">pneumo-shk@kkmainz.de</a><br>Internet: <a href=""http://www.kkm-mainz.de/fachkliniken/Klinik-fuer-Pneumologie"">www.kkm-mainz.de/fachkliniken/Klinik-fuer-Pneumologie</a><br>"
188,"Dr. med. Clemens Keitel, Dr. med. Otto Laakmann<br>DRK-Krankenhaus Alzey<br>Akademisches Lehrkrankenhaus der Uni Mainz<br>Abteilung Innere Medizin - Schlaflabor<br>Kreuznacher Str. 7-9<br>55232 Alzey<br><br>Telefon: (0 67 31) 4 07-103 oder - 127<br>Fax: (0 67 31) 4 07-286<br>E-Mail: <a href=""mailto:schlaflabor@drk-kh-alzey.de"">schlaflabor@drk-kh-alzey.de</a><br>Internet: <a href=""http://www.drk-kh-alzey.de"">www.drk-kh-alzey.de</a><br>"
189,"Dr. med. Carsten Schäfer <br>HNO-Schlaflabor St. Marienwörth<br>Mühlenstr. 39<br>55543 Bad Kreuznach<br><br>Telefon: (0671) 372-1722; 333-51 (Praxis)<br>Fax: (0671) 372-1483<br>E-Mail: <a href=""mailto:hno-abteilung@marienwoerth.de"">hno-abteilung@marienwoerth.de</a><br>Internet: <a href=""http://www.st-marienwoerth.de"">www.st-marienwoerth.de</a><br>"
190,"Dr. med. Ulrich Frey, Lydia Weinbender<br>Klinikum Idar-Oberstein GmbH<br>Klinik für Psychiatrie, Psychotherapie<br>Psychosomatik / Schlaflabor<br>Dr. Ottmar-Kohler-Str. 2<br>55743 Idar-Oberstein<br><br>Telefon: (0 67 81) 66-13 33/-15 65 Sekretariat<br>Fax: (0 67 81) 66-1336<br>E-Mail: <a href=""mailto:schlaflabor@io.shg-kliniken.de"">schlaflabor@io.shg-kliniken.de</a><br>Internet: <a href=""http://www.krankenhaus-idar-oberstein.de"">www.krankenhaus-idar-oberstein.de</a><br>"
191,"Dr. med. Wolfgang Neumeister <br>Kath. Klinikum Marienhof / St. Josef gGmbH<br>Lungenzentrum<br>Schlaflabor<br>Rudolf-Virchow-Str. 7<br>56073 Koblenz<br><br>Telefon: (02 61) 4 96-35 70<br>Fax: (02 61) 4 96-35 73<br>E-Mail: <a href=""mailto:pneumologie@kk-km.de   "">pneumologie@kk-km.de   </a><br>Internet: <a href=""http://www.kk-km.de"">www.kk-km.de</a><br>"
192,"PD Dr. med. Dipl.-Chem.  Klaus Kienast <br>Hufeland-Klinik Bad Ems<br>Zentrum für Pneumologie, Allergologie und Schlafmedizin<br>Schlaflabor<br>Taunusallee <br>56130 Bad Ems<br><br>Telefon: (0 26 03) 92-18 59<br>Fax: (0 26 03) 92-15 42<br>E-Mail: <a href=""mailto:k.kienast@hufeland-klinik.com"">k.kienast@hufeland-klinik.com</a><br>Internet: <a href=""http://www.hufeland-klinik.com"">www.hufeland-klinik.com</a><br>"
193,"Dr. med. G. Lauck, Dr. Jörg Groth<br>DRK-Krankenhaus Neuwied<br>Innere Abteilung II<br>Kardiologie, Pneumologie, Schlafmedizin<br>Marktstr. 104<br>56564 Neuwied<br><br>Telefon: (0 26 31) 98-0/-13 44<br>Fax: (0 26 31) 98-13 91<br>E-Mail: <a href=""mailto:joerg.groth@drk-kh-neuwied.de"">joerg.groth@drk-kh-neuwied.de</a><br>Internet: <a href=""http://www.drk-kh-neuwied.de"">www.drk-kh-neuwied.de</a><br>"
194,"Dr. med. Jörg Hinrichs <br>Kreisklinikum Siegen GmbH<br>Medizinische Klinik II<br>Schlaflabor<br>Weidenauer Str. 76<br>57076 Siegen<br><br>Telefon: (02 71) 705 1301<br>Fax: (02 71) 705 1304<br>E-Mail: <a href=""mailto:j.hinrichs@kreisklinikum-siegen.de"">j.hinrichs@kreisklinikum-siegen.de</a><br>Internet: <a href=""http://www.kreisklinikum-siegen.de"">www.kreisklinikum-siegen.de</a><br>"
195,"PD Dr. med. Dominic Dellweg, Dr. rer. nat. Jens Kerl<br>Fachkrankenhaus Kloster Grafschaft GmbH<br>Zentrum für Pneumologie, Beatmungs- und Schlafmedizin<br>Schlaflabor<br>Annostr. 1<br>57392 Schmallenberg-Grafschaft<br><br>Telefon: (0 29 72) 7 91-17 00<br>Fax: (0 29 72) 7 91-17 09<br>E-Mail: <a href=""mailto:j.kerl@fkkg.de"">j.kerl@fkkg.de</a><br>Internet: <a href=""http://www.krankenhaus-klostergrafschaft.de"">www.krankenhaus-klostergrafschaft.de</a><br>"
196,"Dr. Kay-Uwe Kreutz <br>DRK Krankenhaus Kirchen<br>Innere Medizin und Intern. Intensivmedizin<br>Schlaflabor<br>Bahnhofstr. 24<br>57548 Kirchen<br><br>Telefon: (0 27 41) 6 82-29 90 / -21 65<br>Fax: (0 27 41) 6 82-49 90<br>E-Mail: <a href=""mailto:kay-uwe.kreutz@drk-kh-kirchen.de"">kay-uwe.kreutz@drk-kh-kirchen.de</a><br>"
197,"PD Dr. Georg Nilius <br>HELIOS-Klinik Hagen Ambrock<br>Klinik für Pneumologie, Allergologie und Schlafmedizin<br>Ambrocker Weg 60<br>58091 Hagen<br><br>Telefon: (0 23 31) 9 74-0/-2 000<br>Fax: (0 23 31) 9 74-2 009<br>E-Mail: <a href=""mailto:georg.nilius@helios-kliniken.de"">georg.nilius@helios-kliniken.de</a><br>Internet: <a href=""http://www.Klinik-Ambrock.de"">www.Klinik-Ambrock.de</a><br>"
198,"Dr. med. Gerhard Koch <br>Allgemeines Krankenhaus Hagen gGmbH<br>Kinderklinik<br>Schlaflabor<br>Grünstr. 35<br>58095 Hagen<br><br>Telefon: (0 23 31) 2 01-24 36<br>Fax: (0 23 31) 2 01-24 38<br>E-Mail: <a href=""mailto:koch@akh-hagen.de"">koch@akh-hagen.de</a><br>Internet: <a href=""http://www.akh-hagen.de"">www.akh-hagen.de</a><br>"
199,"Dr. med. Ulrich Franken <br>Marienkrankenhaus Schwerte, Standort Schützenstraße<br> Innere Medizin - Schlaflabor<br>Schützenstr. 9<br>58239 Schwerte<br><br>Telefon: (02304) 202-430<br>Fax: (02304) 202-146<br>E-Mail: <a href=""mailto:schlaflabor@marien-kh.de"">schlaflabor@marien-kh.de</a><br>Internet: <a href=""http://www.marien-kh.de"">www.marien-kh.de</a><br>"
200,"Dr. med. Uwe Weber, Anna Ras<br>Orfea Fachklinik für Schlafmedizin GmbH &amp; Co. KG<br>Uthmannstr. 8<br>58452 Witten<br><br>Telefon: (02302)275880<br>Fax: (02302)275695<br>E-Mail: <a href=""mailto:Kontakt@orfea.de"">Kontakt@orfea.de</a><br>"
201,"Dr. med-  Iasevoli, Dr. Med. Uwe Weber<br>Ev. Krankenhaus Witten<br>Klinik für Innere Medizin<br>Pferdebach Str.27<br>58455 Witten<br><br>Telefon: (02302) 175-2777<br>Fax: (02302) 175-2071<br>Internet: <a href=""http://www.evk-witten.de"">www.evk-witten.de</a><br>"
202,"Dr. med. Michael Westhoff <br>Lungenklinik Hemer<br>Schlafmedizinisches Zentrum<br>Theo-Funccius-Str. 1<br>58675 Hemer<br><br>Telefon: (0 23 72) 9 08-2384<br>Fax: (0 23 72) 9 08-9384 <br>E-Mail: <a href=""mailto:pneumologie@lkhemer.de"">pneumologie@lkhemer.de</a><br>Internet: <a href=""http://www.lungenklinik-hemer.de"">www.lungenklinik-hemer.de</a><br>"
203,"Dr. med. Norbert-W. Müller, Dr. med. Thomas Schmidt<br>St. Franziskus-Hospital<br>Pneumologie, Innere Medizin, Neurologie<br>Interdisziplinäres Schlaflabor<br>Robert-Koch-Str. 55<br>59227 Ahlen<br><br>Telefon: (0 23 82) 8 58-7 66<br>Fax: (0 23 82) 8 58-2 11<br>E-Mail: <a href=""mailto:neurologie@sfh-ahlen.de"">neurologie@sfh-ahlen.de</a><br>Internet: <a href=""http://www.sfh-ahlen.de"">www.sfh-ahlen.de</a><br>"
204,"Dr. med. Matthias Elbers <br>Marienkrankenhaus Soest gGmbH<br>Innere Medizin, Pneumologie und Allergologie und Somnologie<br>Schlafmedizinisches Labor<br>Widumgasse 5<br>59494 Soest<br><br>Telefon: (0 29 21) 3 91-11 24<br>Fax: (0 29 21) 3 91-11 43<br>E-Mail: <a href=""mailto:elbers@marienkrankenhaus-soest.de"">elbers@marienkrankenhaus-soest.de</a><br>Internet: <a href=""http://www.marienkrankenhaus-soest.de"">www.marienkrankenhaus-soest.de</a><br>"
205,"Dr. med. Peter Kardos, Dr. Eva Liß-Koch<br>Maingau-Krankenhaus<br>Schlaflabor<br>Scheffelstr. 2-16<br>60318 Frankfurt/Main<br><br>Telefon: (0 69) 40 33-2 30 od - 606<br>Fax: (0 69) 40 33-368<br>E-Mail: <a href=""mailto:info@lungenpraxis-maingau.de"">info@lungenpraxis-maingau.de</a><br>Internet: <a href=""http://www.lungenpraxis-maingau.de"">www.lungenpraxis-maingau.de</a><br>"
206,"Prof. Dr. med.  Joachim G. Bargon <br>St. Elisabethen-Krankenhaus<br>Innere Medizin-Pneumologie<br>Medizinische Klinik / Schlaflabor<br>Ginnsheimer Str. 3<br>60487 Frankfurt/Main<br><br>Telefon: (0 69) 79 39-5330/ -2119 oder -2219<br>Fax: (0 69) 79 39-2669<br>Internet: <a href=""http://www.katharina-kasper.de"">www.katharina-kasper.de</a><br>"
207,"Prof. Dr. med. Siegbert Rossol, Sabine Scholz<br>Krankenhaus Nordwest<br>Innere Medizin<br>Schlaflabor<br>Steinbacher Hohl 2-26<br>60488 Frankfurt/Main<br><br>Telefon: (0 69) 76 01-4201 <br>Fax: (0 69) 76 01-3614<br>E-Mail: <a href=""mailto:info.pneumologie@khnw.de"">info.pneumologie@khnw.de</a><br>Internet: <a href=""http://www.krankenhaus-nordwest.de"">www.krankenhaus-nordwest.de</a><br>"
208,"Prof. Dr. med.  Felix Rosenow <br>Klinikum der Johann Wolfgang Goethe-Universität<br>Klinik für Neurologie<br>Epilepsiezentrum Frankfurt Rhein-Main<br>Schleusenweg 2-16<br>60528 Frankfurt/Main<br><br>Telefon: (0 69) 63 01-54 87<br>Fax: (0 69) 63 01-44 37<br>E-Mail: <a href=""mailto:felix.rosenow@kgu.de"">felix.rosenow@kgu.de</a><br>Internet: <a href=""http://www.kgu.de/?id=8803"">www.kgu.de/?id=8803</a><br>"
209,"PD Dr. med.  Claudius Teupe, Dr. med. Ralf Strehmel<br>Krankenhaus Sachsenhausen<br>Innere Abteilung<br>Schlafmedizinisches Zentrum<br>Schulstraße 31<br>60594 Frankfurt/Main<br><br>Telefon: (0 69) 66 05-15 54<br>Fax: (0 69) 66 05-15 56<br>E-Mail: <a href=""mailto:schlaflabor@khs-ffm.de"">schlaflabor@khs-ffm.de</a><br>Internet: <a href=""http://www.khs-ffm.de"">www.khs-ffm.de</a><br>"
210,"Dr. med.  Bernd Thöming, Dr. med. Alida Bucur<br>Ketteler Krankenhaus<br>Innere Medizin<br>Abt. für Schlafmedizin<br>Lichtenplattenweg 85<br>63071 Offenbach/Main<br><br>Telefon: (0 69) 85 05-1 91<br>Fax: (0 69) 85 05-1 92<br>E-Mail: <a href=""mailto:schlaflabor@ketteler-krankenhaus.de"">schlaflabor@ketteler-krankenhaus.de</a><br>Internet: <a href=""http://www.Ketteler-Krankenhaus.de"">www.Ketteler-Krankenhaus.de</a><br>"
211,"Prof. Dr. med. Martin Heidt, Ina Pfau<br>Agaplesion Elisabethenstift gGmbH<br>Klinik für Innere Medizin<br>Schlaflabor<br>Landgraf-Georg-Str. 100<br>64287 Darmstadt<br><br>Telefon: (0 61 51) 4 03-68 01<br>Fax: (0 61 51) 4 03-68 09<br>E-Mail: <a href=""mailto:pfau.ina@eke-da.de"">pfau.ina@eke-da.de</a><br>Internet: <a href=""http://www.eke-da.de"">www.eke-da.de</a><br>"
212,"Dr. med. Michael Gomer, Dr. med. Horst Schwinn<br>Gesundheitszentrum Odenwaldkreis GmbH<br>Schlaflabor<br>Albert-Schweitzer-Str. 10-20<br>64711 Erbach<br><br>Telefon: (0 60 62) 79 45 50<br>Fax: (0 60 62) 79 5052<br>E-Mail: <a href=""mailto:horst.schwinn@gz-odw.de"">horst.schwinn@gz-odw.de</a><br>Internet: <a href=""http://www.gz-odw.de"">www.gz-odw.de</a><br>"
213,"PD Dr. Dr. med. Tim O. Hirche <br>Stiftung Deutsche Klinik für Diagnostik GmbH<br>Zentrum für Pneumologie, Allergologie, Schlaf- und Beatmungsmedizin<br>Schlaflabor<br>Aukammallee 33<br>65191 Wiesbaden<br><br>Telefon: 0611-577 459<br>Fax: 0611-577-7110<br>E-Mail: <a href=""mailto:schlaflabor.wiesbaden@helios-gesundheit.de"">schlaflabor.wiesbaden@helios-gesundheit.de</a><br>Internet: <a href=""http://https://www.helios-gesundheit.de/kliniken/wiesbaden-dkd/unser-angebot/unsere-fachbereiche/schlafmedizin"">https://www.helios-gesundheit.de/kliniken/wiesbaden-dkd/unser-angebot/unsere-fachbereiche/schlafmedizin</a><br>"
214,"Prof. Dr. med. Dr. h.c. Stephan Volk, Uwe Fremder<br>Kliniken des Main-Taunus-Kreises GmbH<br>Medizinische Klinik III, Krankenhaus Hofheim<br>Interdisziplinäres Zentrum für Schlafmedizin und Heimbeatmung<br>Kurhausstr. 33a<br>65719 Hofheim<br><br>Telefon: (0 61 92) 2 91-16 01<br>Fax: (0 61 92) 2 91-16 02<br>E-Mail: <a href=""mailto:ufremder@kliniken-mtk.de"">ufremder@kliniken-mtk.de</a><br>Internet: <a href=""http://www.schlaflabor-hofheim.de"">www.schlaflabor-hofheim.de</a><br>"
215,"Dr. med. Claudia Birkenheier, Ruth Dickmann<br>Saarland Heilstätten GmbH - Kliniken Völklingen<br>Interdisziplinäres Schlaflabor<br>Richardstr. 5-9<br>66333 Völklingen<br><br>Telefon: (0 68 98) 12 24 39<br>Fax: (0 68 98) 12 22 36<br>E-Mail: <a href=""mailto:schlaflabor@vk.shg-kliniken.de"">schlaflabor@vk.shg-kliniken.de</a><br>Internet: <a href=""http://www.shg-kliniken.de"">www.shg-kliniken.de</a><br>"
216,"Dr. med. Jürgen Guldner <br>Knappschaftsklinikum Saar GmbH Standort Püttlingen<br>Schlaflabor der Neurologischen Abteilung<br>In der Humes 35<br>66346 Püttlingen<br><br>Telefon: (0 68 98) 55-20 41<br>Fax: (0 68 98) 55-20 41<br>E-Mail: <a href=""mailto:schlaflabor@kk-puettlingen.de"">schlaflabor@kk-puettlingen.de</a><br>Internet: <a href=""http://www.krankenhaus-püttlingen.de"">www.krankenhaus-püttlingen.de</a><br>"
217,"Prof. Dr. Dr. Robert Bals <br>Universitätsklinikum des Saarlandes<br>Innere Medizin V<br>Schlaflabor Pneumologie<br>Kirrberger Str. 1<br>66421 Homburg/Saar<br><br>Telefon: (0 68 41) 16-23 636<br>Fax: (0 68 41)16-23 602<br>E-Mail: <a href=""mailto:schlaflabor@uks.eu"">schlaflabor@uks.eu</a><br>Internet: <a href=""http://www.uniklinikum-saarland.de/de/einrichtungen/kliniken_institute/medizinische_kliniken/innere_medizin_v"">www.uniklinikum-saarland.de/de/einrichtungen/kliniken_institute/medizinische_kliniken/innere_medizin_v</a><br>"
218,"PD Dr. med.  Mathias Frank, Dr. med. Claus Pelzer<br>Städtisches Klinikum Neunkirchen gGmbH<br>Abteilung für Innere Medizin<br>Schlaflabor<br>Brunnenstr. 20<br>66538 Neunkirchen<br><br>Telefon: (0 68 21) 18 24 70<br>Fax: (0 68 21) 18 24 79<br>E-Mail: <a href=""mailto:schlaflabor@krh-nk.de"">schlaflabor@krh-nk.de</a><br>Internet: <a href=""http://www.KRH-NK.de"">www.KRH-NK.de</a><br>"
219,"Dr. med. Giath Shamdeen, Katja Erbach<br>Marienhausklinik St. Josef Kohlhof<br>Neuropädiatrie<br>Schlaflabor<br>Klinikweg 1-5<br>66539 Neunkirchen<br><br>Telefon: (06821) 3 63-0<br>Fax: (06821) 3 63-2641<br>Internet: <a href=""http://www.marienhausklinik-st-josef-kohlhof.de"">www.marienhausklinik-st-josef-kohlhof.de</a><br>"
220,"Dr. med. Oliver Jung <br>St.  Vincentius Krankenhaus Speyer<br>Zentrum für Schlaf- und Beatmungsmedizin<br>Holzstr.4a<br>67346 Speyer<br><br>Telefon: (06232) 133-0, -378 (Sekr.)<br>Fax: (06232) 133-229<br>E-Mail: <a href=""mailto:o.jung@vincentius-speyer.de"">o.jung@vincentius-speyer.de</a><br>Internet: <a href=""http://www.vincentius-speyer.de"">www.vincentius-speyer.de</a><br>"
